video_id,subject,scene,quality,relevance,verified,video_length,action_id,action_index,action,action_name,object_id,object_name,verb_id,verb_name,start_seconds,end_seconds,duration_seconds,clip_start_seconds,clip_end_seconds,clip_duration_seconds,objects,descriptions
3VM0R,KQI6,Living room,7,7,Yes,30.58,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,16.5,25.6,9.1,14.5,27.6,13.1,bag;chair;couch;doorway;pillow;table,"A person sits on a plastic chair before taking a pillow from the bed and snuggling with it. Afterwards, another person enters through the door and places a bag on the table.;A person is sitting down in a chair. They grab a pillow and cuddle with it. A second person walks in and places a bag on a table and walks away."
0MK2C,DXDI,Stairs,7,7,Yes,9.04,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,1.5,8.8,7.3,0.0,9.04,9.04,doorway;shoe;stairs,A person runs up the stairs carrying a pair of shoes and opens a door.
P4HXN,A8P9,Laundry room,7,7,Yes,33.42,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,10.2,32.3,22.1,8.2,33.42,25.22,clothes;laptop;laundry detergent;washing machine,"A person walks into the laundry room, picks up a laptop from a stack of clothes, pours detergent into the washing machine while looking at the laptop, and then puts the laptop back on the clothes."
HOIKF,YMXV,Bedroom,7,7,Yes,30.75,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,21.7,21.7,0.0,23.7,23.7,broom;chair;computer;desk;floor;laptop;table,"A person is lying on the floor with a broom, talking.  Another person sits at a desk and looks at a computer.;A person is lying on the floor with a broom. Another person is playing with a laptop."
BHP7U,0KZ7,Kitchen,7,7,Yes,25.5,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,26.0,26.0,0.0,25.5,25.5,coffee;cup;food;stove,A person is drinking coffee and cooking food on a stove.
Z0KN7,0RNU,Garage,7,7,Yes,30.88,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,4.5,32.0,27.5,2.5,30.88,28.38,cup;door;floor;glass;laptop,"A person is sitting on a floor looking at a laptop, they then grab a glass and something, after that they leave.;This person is sitting on the floor, picks up a cup, looks at a laptop, then walks out of the room."
WPRJD,6RE8,Home Office / Study (A room in a house used for work),7,7,Yes,30.88,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,17.9,26.3,8.4,15.9,28.3,12.4,blanket;chair;clothes;coffee;cup;mug;shelf;towel,"The person folded two towels, threw them on the chair and took a drink from an orange mug.;The person folded clothing and threw them onto a chair. They then took a cup from a shelf and drank."
TODWV,8TB9,Bedroom,7,7,Yes,30.67,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,12.0,19.5,7.5,10.0,21.5,11.5,bed;clothes;covers;cup;glasses;house coat;mirror,"A person lying on a bed awakens, puts on glasses, then stands and walks to a mirror and dresses in clothes while looking at a reflection of themselves.;A person lying in bed covered up .The person gets out of bed and put their glasses .The person stands in front of a mirror and put on a house coat ."
7EBTI,4I2W,Garage,7,7,Yes,30.88,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,7.0,29.1,22.1,5.0,30.88,25.88,dish;doorway;food;glass;plate;sandwich;table,"Person standing drinking from glass. Then puts glass down, picks up plate of food, eats food, puts down plate and continue eating food. Then placed food back on plate and walks out room.;A person is standing in front of a table drinking something from a glass. Afterwards, the person puts the glass down, picks up a plate with food and eats it. Lastly, the person puts the plate down and walks through the doorway."
B7DNX,3H6W,Living room,7,7,Yes,29.92,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,3.1,30.3,27.2,1.1,29.92,28.82,chair;cup;dish;food;glass;sandwich;sofa/couch,A person is sitting in a chair eating a sandwich. A person then pours themselves a glass of water and drinks it.
ZDK40,2RTW,Living room,7,7,Yes,30.29,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,31.0,31.0,0.0,30.29,30.29,doorknob;floor;refrigerator;towel,"A person is inside of a main room picking a door from the inside. He picks the lock successfully, opens the door a few inches and promptly shuts it. They then wipe the brow of their forehead with a towel."
0CGMQ,EIO2,Living room,7,7,Yes,34.04,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,26.2,26.2,0.0,28.2,28.2,chair;door;television,"A person sits in a chair and watches TV while laughing, then gets up and goes to the door."
OHNF4,BYF9,Bedroom,7,7,Yes,27.62,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,13.8,29.0,15.2,11.8,27.62,15.82,bed;clothes;cup;dish;drink;food;glass;table,A person sitting on the bed gets undressed. They take a glass of water from the table and drink the water.;A person sits on the bed and begins to undress. The person then grabs some food and drink off the table.
TZZX3,XXN8,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,30.0,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,0.0,17.1,17.1,0.0,19.1,19.1,clothes;doorway;hand;medicine;phone,"A person is standing in a doorway, they are on their phone and they sneeze.  They begin taking medicine."
O8BH6,T7C3,Bathroom,7,7,Yes,30.42,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,31.0,31.0,0.0,30.42,30.42,door;floor;phone,"The person is sitting on the floor in the bathroom. The person is holding a cellphone and laughing at it. The person then lays down and props his feet on the door.;This person is sitting in the bathroom playing on there phone, then lays down and puts there feet on the door."
PBGYV,YMXV,Bathroom,7,7,Yes,31.58,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,7.0,33.0,26.0,5.0,31.58,26.58,door;mirror;phone/camera;picture,A person opens a door and walks away. The person then fixes a mirror on the wall and takes a picture.
GIW6N,D0RU,Kitchen,7,7,Yes,43.25,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,6.4,29.7,23.3,4.4,31.7,27.3,food;medicine;sofa,"Person laying on sofa/couch, tossing and turning, eating, and then getting up to get a red box from on top of the refrigerator."
DU7H1,BYF9,Dining room,7,7,Yes,46.54,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,26.9,35.6,8.7,24.9,37.6,12.7,coffee;cup;dish;glass;phone;table;towel,"A person is sitting at a table talking on the phone. The person takes a drink, gets up, grabs a rag and cleans the table, then sits back down"
PKEZI,BYF9,Bedroom,7,7,Yes,38.58,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,28.5,40.0,11.5,26.5,38.58,12.08,bed;book;clothes;food;jacket;wardrobe,A person sits on a bed and looks at a book while eating some food. The person gets off the bed and takes off their jacket.;A person is sitting on a bed while reading a book and eating some food. They then stand up and take off their jacket.
51801,3VLX,Dining room,7,7,Yes,32.83,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,34.0,34.0,0.0,32.83,32.83,chair;cup;dish;food;glass;table,"A person is sitting on a chair eating and drinking from a glass while looking up at the ceiling.;A person sitting at a table, eating some chips, then takes a drink out of a glass."
TETZ7,T7C3,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,22.79,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,14.4,23.5,9.1,12.4,22.79,10.39,camera;door;picture;window,A person is looking out if a window than opens the door and leaves.
4HGD7,YA10,Bathroom,7,7,Yes,28.5,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,19.2,26.5,7.3,17.2,28.5,11.3,bottle;curling iron;doorway;hair dryer;shoe;sink,"The person is pouring some fluid out of a spray bottle (with its spray nozzle removed) into the sink.  That person then picks up the hair dryer and wraps the electrical cord around it and then does the same to the curling iron.  Some other person comes running into the bathroom.;a person pours something into a sink, sneezes, and tidies up the bathroom, another person runs in holding shoes"
M3EAQ,HJJ4,Basement (A room below the ground floor),7,7,Yes,19.67,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,21.0,21.0,0.0,19.67,19.67,blanket;laptop;pillow,A person is using a laptop and then picks up a pillow and snuggles it.
VEIIK,BYF9,Kitchen,7,7,Yes,20.46,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,21.0,21.0,0.0,20.46,20.46,broom;floor;laptop,A person picks up a broom and sweeps the floor while another person works on a laptop.
YBP5F,5LWB,Kitchen,7,7,Yes,27.17,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,2.5,28.0,25.5,0.5,27.17,26.67,food;hair;phone,"A person is standing in the kitchen. Another person walks into the kitchen, takes a phone of the fridge, and speaks on it while pacing."
61RMD,D0RU,Hallway,7,7,Yes,30.96,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,27.3,27.3,0.0,29.3,29.3,camera;coffee;cup;doorway;drink;phone;table,A person walks through a door with a drink and a camera.  The person drinks and puts the camera on a table.;A person is holding some coffee and they set a camera on a table
3IJGQ,R1OT,Recreation room / Man cave,7,7,Yes,29.96,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,13.5,21.7,8.2,11.5,23.7,12.2,coffee;cup;dish;food;sandwich;table,"A person is watching something on the television and laughing at it, and also eating food and drinking coffee.;A person is lying down eating a sandwich, then they set it down and take a drink of coffee."
8AKRP,3VLX,Bathroom,7,7,Yes,19.92,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,11.6,18.8,7.2,9.6,19.92,10.32,cup;dish;glass;sink;toilet,A person is sitting on a toilet drinking from a cup. The person puts the cup into the sink and then sneezes.
LC1NU,T7C3,Hallway,7,7,Yes,38.29,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,19.0,19.0,0.0,21.0,21.0,clothes;floor;food;light;sandwich,"Person laying on the floor eating a sandwich who gets up to turn the light off, and then picks up some clothes."
SU8PN,0KZ7,Living room,7,7,Yes,27.33,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,27.2,27.2,0.0,27.33,27.33,book;pillow;sofa/couch,The people in the video were throwing a pillow and book at each other
ML12Q,XXN8,Living room,7,7,Yes,30.58,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,30.4,30.4,0.0,30.58,30.58,floor;game;sofa;television;video,"A person sat down in front of a television.  The person then began to pretend to play a game.  The cat, not being fooled, walked into the frame and ruined the video."
3RSJV,T7C3,Bedroom,7,7,Yes,33.5,c132,132,watching_television,Watching television,o034,television,v031,watch,11.9,34.2,22.3,9.9,33.5,23.6,bed;cup;glass;television;towel;water,Person walks into the room and sits down on their bed. They proceed to watch TV and drink a glass a water.;A person is walking into a room and tiyding up the bed. The person sits on the bed and drinks from a glass. The person watches television.
U36AB,T7C3,Home Office / Study (A room in a house used for work),7,7,Yes,32.46,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,15.4,30.0,14.6,13.4,32.0,18.6,chair;cup;desk,"person moves keyboard, sits in chair, picks up and drinks from cup. Then puts cup on floor."
TAGC0,KFGP,Basement (A room below the ground floor),7,7,Yes,38.46,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,26.5,38.9,12.4,24.5,38.46,13.96,blanket;phone;towel,"A man enters and picks up a towel from the bed. He begins folding it, then answers his phone and walks away to take a call."
12QGZ,KQI6,Living room,7,7,Yes,28.92,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,30.0,30.0,0.0,28.92,28.92,chair;phone/camera;pillow;sofa,The person on the right sits and plays with a pillow on the couch
G4NOT,XXN8,Hallway,7,7,Yes,30.25,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,25.9,25.9,0.0,27.9,27.9,camera;door;phone;something,"Person standing in hallway looks at camera, begins fixing camera/typing into smartphone, looks back to camera, walks through doorway, closes door and leaves frame."
O5JIS,0KZ7,Bathroom,7,7,Yes,30.5,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,10.1,32.0,21.9,8.1,30.5,22.4,food;medicine;sink;towel,"A person looks around a bathroom and sneezes, then picks up a bottle of medicine and drinks some. Another person walks in who is eating something."
N3CUK,Z68L,Bathroom,7,7,Yes,38.04,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,8.9,17.6,8.7,6.9,19.6,12.7,book;chair;homework;paper;pillow;shelf;toilet;towel,"A person picks up a pillow from the ground and sets it on the toilet. They grab some books, sit down and start working on homework."
2JT00,T7C3,Pantry,7,7,Yes,21.46,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,5.7,16.1,10.4,3.7,18.1,14.4,broom;chair;dish;floor;food;sandwich,"A person sitting on the floor holding a broom stands up. They put the broom down, then pick up a sandwich off the chair and eat it.;a person is sitting on the floor holding a broom they get up and take a plate off of the chair the plate has a sandwich they take the sandwich in their hand"
NDX21,L4ZP,Bedroom,7,7,Yes,33.42,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,34.0,34.0,0.0,33.42,33.42,book;chair;homework;paper;phone;table,The person awoke in the chair while holding their phone. The person immediately started working on the homework on the table.;A person is sleeping in a chair when they wake up and check their phone and start doing homework.
759UE,4I61,Bathroom,7,7,Yes,28.83,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,2.8,11.8,9.0,0.8,13.8,13.0,box;door;sink,A person is opening a door and closing a box then walking away with the box.
RS4ZC,9PLL,Hallway,7,7,Yes,30.92,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,18.9,26.2,7.3,16.9,28.2,11.3,doorway;food;phone/camera;picture,"A person eats a snack, then takes a cellphone picture with it before leaving the room."
WX4AP,BYF9,Bedroom,7,7,Yes,20.5,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,21.0,21.0,0.0,20.5,20.5,bed;cup;food;glass;laptop;table;water,A person is sitting at bed.  The person is on a laptop and takes a drink.
3GFIC,BYF9,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,28.17,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,20.9,20.9,0.0,22.9,22.9,game;laptop;sofa/couch;window,Someone is sitting on their bed using a laptop and then sets it aside and looks out the window.
QRWQ3,D0RU,Kitchen,7,7,Yes,35.71,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,2.1,27.4,25.3,0.1,29.4,29.3,box;container;dish;food;glass;medicine;pills;pot;shelf;stove;table;water,"A person is cooking something on a stove. He then opens up a container and takes out some pills.;A person cooking on the stove, pours water into a pot, then lights the stove, and takes out pills."
FGP46,T7C3,Bedroom,7,7,Yes,40.29,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,14.3,41.0,26.7,12.3,40.29,27.99,cup;glass;paper/notebook;picture,A person is rubbing a picture on their clothes. Then a person holds a glass and walks back and forth.
C9VPX,25TD,Laundry room,7,7,Yes,32.21,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,0.0,8.1,8.1,0.0,10.1,10.1,glass;pillow,A person stack glasses on a washing machine. The person takes a pillow out of the washing machine and hold it and the leaves with the glasses.
AB06W,BYF9,Bedroom,7,7,Yes,29.25,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,18.1,25.3,7.2,16.1,27.3,11.2,bed;cup;dish;food;glass;shoe,"A person is sitting on a bed. The person pours water into a glass, then lays down on the bed."
KBPDM,T7C3,Stairs,7,7,Yes,34.88,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,18.2,36.0,17.8,16.2,34.88,18.68,food;mirror;plate;sandwich;stairs,A person is sleeping on some stairs.  The person then awakens and sneezes.  The person then seizes some food lying next to him and consumes it.;A person is sitting on the stairs enjoying a sandwich and holding a small personal mirror.
5GPOJ,HJJ4,Living room,7,7,Yes,25.21,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,26.0,26.0,0.0,25.21,25.21,book;couch;paper;pencil;remote;sofa;television;tv,A person is sitting on the couch writing in a book. Then they put the book down and pick up the remote and turn on the TV. The sit back and cross their legs.;A person is sitting on the couch writing in a book. The person puts the book down and begins watching TV.
FYDYO,ZAWX,Pantry,7,7,Yes,29.08,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,30.0,30.0,0.0,29.08,29.08,camera;floor;light;phone;picture,"The person is sitting on the floor staring at a light,after sneezing, posing for a photo begins.;A person is sitting on the floor, they begin sneezing then take out a camera and snap some selfies of themselves while smiling."
KNDY2,28B0,Recreation room / Man cave,7,7,Yes,21.42,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,22.0,22.0,0.0,21.42,21.42,camera;chair;picture;sofa/couch;television,two people are watching TV or playing video games.  One stands up and uses a camera to take pictures of the other.  Then the standing person walks out.
MOT57,O1YY,Home Office / Study (A room in a house used for work),7,7,Yes,25.5,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,0.0,14.5,14.5,0.0,16.5,16.5,book;cup/glass/bottle;desk;shelf;table;water,"a person standing up while drinking water from a glass, puts the glass down on the table then picks up a book and reads the back"
DP7KP,JVLO,Other,7,7,Yes,32.67,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,19.4,31.4,12.0,17.4,32.67,15.27,book;floor;homework;paper;phone,"A person is writing something in a book, throws the book, then another person gets a phone call."
03XSP,9PLL,Kitchen,7,7,Yes,33.46,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,29.8,29.8,0.0,31.8,31.8,chair;door;phone;shoe;something;towel,A person is standing in a doorway while looking at their phone. They inspect the wall and then pick up a towel and a pair of shoes and place them on a lawn chair.
M1SRW,ZAWX,Living room,7,7,Yes,30.75,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,25.4,25.4,0.0,27.4,27.4,camera;phone;table,A person is looking at a camera.  Then they put the camera on a table.
MPBM1,R1OT,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,29.96,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,9.9,31.0,21.1,7.9,29.96,22.06,door;food;phone;sandwich;shoes,"A person enters doorway, puts on shoes, closes the door, then sits down to watch video on phone and eat a sandwich."
555RO,KQI6,Living room,7,7,Yes,30.46,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,9.3,17.9,8.6,7.3,19.9,12.6,blanket;door;floor;towel,"A person walks into the room, grabbing a towel and puts it on to the floor next to the bathroom door. The person sits on the towel, closes the bathroom door, and begins fixing the knob."
A7BUX,T7C3,Dining room,7,7,Yes,32.58,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,9.1,19.1,10.0,7.1,21.1,14.0,bag;book;coffee;cup;food;sandwhich;sandwich;table,Person is sitting on teh kitchen table eating some food then grabs a cup of coffee and a book then gets up from the table.;A person is sitting at a table eating a sandwich with a cup of coffee they get up and clean the table up.
30PG2,D0RU,Hallway,7,7,Yes,31.58,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,33.0,33.0,0.0,31.58,31.58,camera;chair;desk;phone;screwdriver;table,"A person is sitting at a table fixing a phone.;A person is sitting in a chair fixing something with a screwdriver on a table. The person throws the screwdriver, and places an object onto the table."
S37QK,9PLL,Bathroom,7,7,Yes,32.04,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,24.3,33.0,8.7,22.3,32.04,9.74,clothes;doorway;floor;sandwich,"A smiling person holding a sandwich throws it in the garbage bin, then picks up some clothes from the floor and leaves."
TFQNW,BYF9,Recreation room / Man cave,7,7,Yes,20.33,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,13.7,21.0,7.3,11.7,20.33,8.63,bed;laptop;window,A person views a laptop screen then goes to the window to run in place.
N3OKQ,4I2W,Living room,7,7,Yes,31.88,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,20.3,20.3,0.0,22.3,22.3,chair;desk;dish;food;laptop;table,"A person is sitting in a chair at a desk working on a laptop, they then grab a dish of food and leave.;A person sits at a desk using a laptop. The person looks at a plate of food, picks it up and gets up from their chair to walk away."
NNG97,HR43,Home Office / Study (A room in a house used for work),7,7,Yes,28.5,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,11.3,30.0,18.7,9.3,28.5,19.2,book;laptop;shelf,A person puts a book on a shelf. The book falls off and the person puts the book back on the shelf. The person picks up a laptop and watches something on the screen.
7EEF0,0KZ7,Kitchen,7,7,Yes,23.67,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,25.0,25.0,0.0,23.67,23.67,food;picture;stove,A person cooks something on the stove while smiling at a framed picture of the United States flag.
F8JAV,DXDI,Hallway,7,7,Yes,25.38,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,26.0,26.0,0.0,25.38,25.38,cup;floor;medicine;phone,"A person is sitting on the floor and looking through a phone, while sneezing.;The person is sitting on the floor  holding a bottle of medicine looked at it and sneezed cover nose with elbow."
MX4FM,3H6W,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,37.5,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,1.6,9.1,7.5,0.0,11.1,11.1,chair;coffee;cup;desk;table,"A person picks up a coffee cup and looks inside. Then they set the coffee cup down and sneeze. Then they sit down at a desk with their head down, and they get up and leave the room."
6C4DV,UTMU,Closet / Walk-in closet / Spear closet,7,7,Yes,21.88,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,0.2,7.3,7.1,0.0,9.3,9.3,closet;cup;doorway;glass;phone;picture;shelf;something,"A person runs into a closet, moves a glass form one place to another on a shelf, and then takes a photo of the glass with their cell phone. The person then walks out of frame.;This person runs into the closet, sets something on the shelf, then takes a picture of it."
F7AIA,5LWB,Stairs,7,7,Yes,18.5,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,2.7,20.0,17.3,0.7,18.5,17.8,book;chair;floor;food;hand;picture;sandwich,Person A is sitting down on a box eating a sandwich. Person B is  clapping and smiling nervously.
4LU0G,KQI6,Dining room,7,7,Yes,33.0,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,6.6,32.2,25.6,4.6,33.0,28.4,desk;dish;game;homework;paper;sofa/couch;table,"A person walks over to a coffee table and puts some pots on it. She then sits down, types on a computer, opens a book and writes in it."
JDG40,D0RU,Living room,7,7,Yes,34.62,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,28.7,28.7,0.0,30.7,30.7,floor;shelf;table,A person is sitting on the floor fixing something on a shelf. The person then begins to sneeze.
LUPRO,5LWB,Living room,7,7,Yes,23.75,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,21.5,21.5,0.0,23.5,23.5,bag;box;doorway;food;sofa;television;towel,A person sits on a sofa watching TV while another one enters the room.
1KFLX,ID9V,Bathroom,7,7,Yes,27.88,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,15.0,29.0,14.0,13.0,27.88,14.88,clothes;coffee;cup;door;jacket;mirror,"A person walks into the bathroom. They get dressed, then drink a cup of coffee.;A person puts on a jacket, picks up a cup, closes the door and then drinks from the cup."
A0CZE,JVLO,Living room,7,7,Yes,30.21,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,2.1,12.9,10.8,0.1,14.9,14.8,beverage;cup/glass/bottle;doorway;phone;refrigerator,"A person walks through a doorway while using a phone. They then open a refrigerator, take out a beverage and drink."
8PRDP,OUKK,Kitchen,7,7,Yes,29.54,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,1.7,31.0,29.3,0.0,29.54,29.54,cup;dish;glass;phone;sink;video;water,"A person is looking at a phone. The person then starts tidying up the dishes, and drinks a beverage from a cup."
0TXYV,AH2J,Dining room,7,7,Yes,25.21,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,2.0,26.0,24.0,0.0,25.21,25.21,book;box;cup;doorknob;glass;phone;table;water,Person walk into the room drinking water out of the glass using a cell phone and picking a book off the table
4GCPM,3H6W,Kitchen,7,7,Yes,38.5,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,17.3,37.1,19.8,15.3,38.5,23.2,doorway;food;refrigerator,Person takes food from the refrigerator and then walks over and eats it in front of a doorway.
JD3KW,OUKK,Home Office / Study (A room in a house used for work),7,7,Yes,45.54,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,10.5,19.1,8.6,8.5,21.1,12.6,box;floor;picture;shelf,"A person is searching a shelf for something. The something turns out to be a handful of pictures that they look through, then put away and walk away."
5GG5W,ID9V,Closet / Walk-in closet / Spear closet,7,7,Yes,28.88,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,5.4,15.1,9.7,3.4,17.1,13.7,closet;door;shoe;wardrobe,"A person opens a door to a wardrobe and goes inside. That same person then picks up a pair of shoes.;A person opens a closet, and gets a pair of shoes. A person then closes the closet door."
Z1EEF,LWUV,Bathroom,7,7,Yes,31.58,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,33.0,33.0,0.0,31.58,31.58,bag;bathtub;broom;chair;chips;food;toilet,Two people are in the bathroom.  One person is sitting on the toilet eating potato chips.  One person is sitting on the bathtub holding a broom.;A person is sitting on a toilet eating chips. Another person is sitting on the bathtub holding a broom. The person eating the chips cuddles the bag and gives a thumbs up.
92QGQ,1OHU,Laundry room,7,7,Yes,29.92,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,12.2,20.7,8.5,10.2,22.7,12.5,blanket;chair;clothes;doorway;drawer;dryer,"A person puts clothes in a dryer, takes a blanket out, wraps it around them and sits in a chair.;A person holding a bundle of clothes puts them into a drawer, then takes a blanket and goes to sit in a chair."
44HW5,9Y7F,Basement (A room below the ground floor),7,7,Yes,30.96,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,9.5,16.7,7.2,7.5,18.7,11.2,doorway;laptop;phone,A man runs into the room.  He is holding a laptop and checking a phone.  He is wearing a striped shirt.
7R8ZU,BYF9,Stairs,7,7,Yes,32.33,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,19.7,19.7,0.0,21.7,21.7,doorway;floor;food;laptop;stove,The person sat on the stairs working on a laptop. The person closed the laptop and set it down. They walked down the stairs and began preparing food on the stove.
